NUM_BO;DATA_OCORRENCIA_BO;HORA_OCORRENCIA_BO;NATUREZA APURADA;RUBRICA;DESC_PERIODO;DESCR_TIPOLOCAL;LATITUDE;LONGITUDE;BAIRRO;LOGRADOURO;NOME_DELEGACIA_CIRC;NOME_SECCIONAL_CIRC;FLAG_STATUS_CRIME;FLAG_FLAGRANTE;MES;ANO;TURNO;FIM_DE_SEMANA;VIA_PUBLICA;CRIME_DOLOSO
FF1792;2026-04-05;21:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5114108;-46.6248993;CARANDIRU;Avenida Zaki Narchi;09º D.P. - CARANDIRU;DEL.SEC.4º NORTE;T;N;4.0;2026.0;noite;1;1;0
FF4808;2026-04-06;04:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.51017743;-46.41885717;VILA CURUCA;RUA OSORIO FRANCO VILHENA;67º D.P. JARDIM ROBRU;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;madrugada;0;1;0
FG2841;2026-04-06;13:35:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;73º D.P. JACANA;DEL.SEC.4º NORTE;C;S;4.0;2026.0;tarde;0;0;1
FG5716;2026-04-06;17:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5484134;-46.6307327;CENTRO HISTÓRICO DE SÃO PAULO;Rua Vinte e Cinco de Março;01º D.P. SE;DEL.SEC.1º CENTRO;T;N;4.0;2026.0;tarde;0;1;0
FG7560;2026-04-06;19:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5542063;-46.6351967;LIBERDADE;Avenida da Liberdade;01º D.P. SE;DEL.SEC.1º CENTRO;T;S;4.0;2026.0;noite;0;1;0
FG9942;2026-04-06;19:09:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6846706;-46.77834258;CAPAO REDONDO;RUA CAMPOS BORGES;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;0;1;0
FI6045;2026-04-07;22:10:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6358862;-46.6329025;VILA GUARANI;Rua João Baptista Ventura;35º D.P. JABAQUARA;DEL.SEC.2º SUL;C;N;4.0;2026.0;noite;0;1;1
FI7112;2026-04-08;01:25:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;madrugada;0;0;0
FJ5742;2026-04-03;;TENTATIVA DE HOMICIDIO;Feminicídio;A noite;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;95º D.P. HELIÓPOLIS;DEL.SEC.2º SUL;T;N;4.0;2026.0;desconhecido;0;0;0
FK0472;2026-04-08;12:13:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Saúde;-23.5612391;-46.4596602;VILA CARMOSINA;Rua Santa Marcelina;53º D.P. PARQUE DO CARMO;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0;tarde;0;0;1
FK3556;2026-04-08;17:01:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.43812134;-46.80653101;ANHANGUERA;RUA SANTO DIAS;46º D.P. PERUS;DEL.SEC.3º OESTE;C;N;4.0;2026.0;tarde;0;1;1
FK4033;2026-04-08;21:51:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.5203035;-46.6286507;LUZ;Praça Bento de Camargo Barros;12º D.P. PARI;DEL.SEC.1º CENTRO;C;N;4.0;2026.0;noite;0;1;1
FK8278;2026-04-09;08:01:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Saúde;-23.55188127;-46.57961271;GUAIANASES;AVENIDA ALVARO RAMOS;57º D.P. PARQUE DA MOOCA;DEL.SEC.5º LESTE;T;S;4.0;2026.0;manha;0;0;0
FM1796;2026-04-10;00:10:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6528315;-46.78887724;CAPAO REDONDO;RUA OLIMPIO RODRIGUES DE ARAUJO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;madrugada;0;1;0
FM1796;2026-04-10;00:10:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6528315;-46.78887724;CAPAO REDONDO;RUA OLIMPIO RODRIGUES DE ARAUJO;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;madrugada;0;1;0
FM4692;2026-04-10;06:58:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Lazer e Recreação;-23.6586686;-46.7566838;PARQUE SANTO ANTÔNIO;Rua Manuel Bordalo Pinheiro;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;manha;0;0;1
FM7878;2026-04-10;;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);Pela manhã;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;T;S;4.0;2026.0;desconhecido;0;0;0
FN7801;2026-04-10;20:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0;noite;0;0;0
FN7801;2026-04-10;20:50:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0;noite;0;0;0
FO4871;2026-04-11;13:15:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.5547763;-46.5778123;VILA REGENTE FEIJÓ;Avenida Regente Feijó;30º D.P. TATUAPE;DEL.SEC.5º LESTE;C;N;4.0;2026.0;tarde;1;1;1
FO7918;2026-04-12;00:03:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6372582;-46.7495005;VILA FRANCA;Rua João Teixeira Ramos;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;C;N;4.0;2026.0;madrugada;1;1;1
FO7918;2026-04-12;00:03:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6372582;-46.7495005;VILA FRANCA;Rua João Teixeira Ramos;37º D.P. CAMPO LIMPO;DEL.SEC.3º OESTE;C;N;4.0;2026.0;madrugada;1;1;1
FO9284;2026-04-12;05:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;madrugada;1;0;0
FP1452;2026-04-12;11:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Area não Ocupada;-23.5505615;-46.6269461;SÉ;Avenida do Estado;01º D.P. SE;DEL.SEC.1º CENTRO;C;N;4.0;2026.0;manha;1;0;1
FP2284;2026-04-12;12:37:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.5217391;-46.6150944;CANINDÉ;Praça Pedro Quarto Marini;12º D.P. PARI;DEL.SEC.1º CENTRO;C;N;4.0;2026.0;tarde;1;1;1
FP6563;2026-04-12;21:34:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.68289767;-46.77383852;JARDIM ANGELA;RUA CARNAUBAL;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;1;1;0
FP7172;2026-04-13;00:16:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Via Pública;-23.51663851;-46.57438934;VILA MARIA;RUA SOLDADO FRANCISCO TAMBORIM;90º D.P. PQ. NOVO MUNDO;DEL.SEC.4º NORTE;T;N;4.0;2026.0;madrugada;0;1;0
FP9564;2026-04-13;07:30:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Condomínio Residencial;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;49º D.P. SAO MATEUS;DEL.SEC.8º SAO MATEUS;T;S;4.0;2026.0;manha;0;0;0
FQ3160;2026-04-13;06:51:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;manha;0;0;0
FQ5640;2026-04-13;09:30:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;28º D.P. FREGUESIA DO O;DEL.SEC.4º NORTE;T;N;4.0;2026.0;manha;0;0;0
FR8402;2026-04-14;09:03:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.4955689;-46.6803436;LIMAO;AVENIDA ANTÔNIO MUNHOZ BONILHA;40º D.P. VILA STA MARIA;DEL.SEC.4º NORTE;C;N;4.0;2026.0;manha;0;1;1
FS4559;2026-04-14;12:11:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;41º D.P. VILA RICA;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0;tarde;0;0;1
FS7441;2026-04-14;14:36:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.51737877;-46.64385011;SANTANA;AVENIDA ASSIS CHATEAUBRIAND;13º D.P. CASA VERDE;DEL.SEC.4º NORTE;C;N;4.0;2026.0;tarde;0;1;1
FT3045;2026-04-14;23:37:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.66933756;-46.78068103;CAPAO REDONDO;RUA DOS MUTIRANTES;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;0;1;0
FU8124;2026-04-15;18:20:53;TENTATIVA DE HOMICIDIO;Feminicídio;;Via Pública;-23.65706461;-46.75940751;CAPAO REDONDO;RUA JOSE DE ARAUJO NOVAES;92º D.P. PQ. SANTO ANTONIO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;0;1;0
FV0259;2026-04-15;14:30:00;LESAO CORPORAL SEGUIDA DE MORTE;Lesão corporal (art. 129);;Saúde;-23.584093;-46.6112724;IPIRANGA;Avenida Nazaré;17º D.P. DOUTOR ALDO GALIANO;DEL.SEC.2º SUL;C;N;4.0;2026.0;tarde;0;0;0
FV7887;2026-04-16;13:10:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.4831561;-46.4554252;VILA NOVA UNIÃO;Via Parque;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;C;N;4.0;2026.0;tarde;0;1;1
FW6592;2026-04-16;23:38:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.7364951;-46.7948403;VILA CALU;Rua das Margaridas Amarelas;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;noite;0;1;1
FW6681;2026-04-16;22:10:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;80º D.P. VILA JOANIZA;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;noite;0;0;1
FW6710;2026-04-16;22:27:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.61077171;-46.52054343;SAPOPEMBA;RUA GLAUBER ROCHA;70º D.P. VILA EMA;DEL.SEC.8º SAO MATEUS;T;N;4.0;2026.0;noite;0;1;0
FW6710;2026-04-16;22:27:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.61077171;-46.52054343;SAPOPEMBA;RUA GLAUBER ROCHA;70º D.P. VILA EMA;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0;noite;0;1;1
FW6836;2026-04-16;23:35:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Saúde;-23.6620122;-46.7799793;JD. VISTA LINDA;Estrada de Itapecerica;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;noite;0;0;0
FX5023;2026-04-17;08:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Area não Ocupada;-23.76099493;-46.67371074;GRAJAU;RUA SOFIA LEE;85º D.P. JARDIM MIRNA;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;manha;0;0;1
FY0038;2026-04-17;;TENTATIVA DE HOMICIDIO;Feminicídio;De madrugada;Restaurante e Afins;-23.4512513;-46.7321411;PARQUE PAN AMERICANO;Rua Pastoril de Almenara;74º D.P. PARADA TAIPAS;DEL.SEC.4º NORTE;T;N;4.0;2026.0;desconhecido;0;0;0
FY3301;2026-04-17;21:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5296511;-46.5871112;TATUAPÉ;Avenida Condessa Elizabeth de Robiano;81º D.P. BELEM;DEL.SEC.5º LESTE;T;S;4.0;2026.0;noite;0;1;0
FY3781;2026-04-17;23:06:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Restaurante e Afins;-23.6073691;-46.53182948;SAO LUCAS;AVENIDA MORAIS COSTA;70º D.P. VILA EMA;DEL.SEC.8º SAO MATEUS;C;N;4.0;2026.0;noite;0;0;1
FY5445;2026-04-18;05:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.53235111;-46.42315084;LAJEADO;RUA DALLAS;68º D.P. LAGEADO;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;madrugada;1;1;0
FY5445;2026-04-18;05:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.53235111;-46.42315084;LAJEADO;RUA DALLAS;68º D.P. LAGEADO;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;madrugada;1;1;0
FZ0904;2026-04-18;14:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;90º D.P. PQ. NOVO MUNDO;DEL.SEC.4º NORTE;C;N;4.0;2026.0;tarde;1;0;1
FZ1271;2026-04-18;17:00:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.612248;-46.489691;JARDIM SAPOPEMBA;Rua João Lopes de Lima;69º D.P. TEOTONIO VILELA;DEL.SEC.8º SAO MATEUS;T;N;4.0;2026.0;tarde;1;1;0
FZ2448;2026-04-18;19:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.54249763;-46.63801537;REPUBLICA;LARGO DO PAISSANDU;03º D.P. CAMPOS ELISEOS;DEL.SEC.1º CENTRO;T;N;4.0;2026.0;noite;1;1;0
FZ3357;2026-04-18;18:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.64970871;-46.64549692;JABAQUARA;RUA DOS BURITIS;35º D.P. JABAQUARA;DEL.SEC.2º SUL;T;N;4.0;2026.0;noite;1;1;0
FZ3843;2026-04-18;22:25:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.6006869;-46.7930942;JARDIM JOAO XXIII;Rua Padre João da Cunha;75º D.P. JARDIM ARPOADOR;DEL.SEC.3º OESTE;T;N;4.0;2026.0;noite;1;1;0
FZ5095;2026-04-19;05:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5732529;-46.7476533;VILA POLOPOLI;Rua Aquianes;93º D.P. JAGUARÉ;DEL.SEC.3º OESTE;T;N;4.0;2026.0;madrugada;1;1;0
FZ5281;2026-04-19;05:37:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.650961;-46.633595;VILA FACHINI;Rodovia dos Imigrantes;97º D.P. AMERICANOPOLIS;DEL.SEC.2º SUL;C;N;4.0;2026.0;madrugada;1;1;1
FZ6005;2026-04-19;04:53:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5301891;-46.397946;VILA LOURDES;Travessa Açucena-do-Brejo;68º D.P. LAGEADO;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;madrugada;1;1;0
FZ6325;2026-04-19;09:40:00;LATROCINIO;Roubo (art. 157);;Via Pública;-23.6022881;-46.6616243;INDIANÓPOLIS;Avenida Juriti;96º D.P. MONÇÕES;DEL.SEC.2º SUL;C;N;4.0;2026.0;manha;1;1;1
GA3168;2026-04-20;01:53:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Area não Ocupada;-23.374257;-46.394559;CAMPO BELO;PRAÇA COMANDANTE LINNEU GOMES;27º DP DR. IGNÁCIO FRANCISCO;DEL.SEC.2º SUL;C;N;4.0;2026.0;madrugada;0;0;1
GA9464;2026-04-20;10:26:23;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0;manha;0;0;0
GB0695;2026-04-20;14:45:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.6409274;-46.7860808;JARDIM MARIA SAMPAIO;Rua Doutor Cícero Vieira;47º D.P. CAPAO REDONDO;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;tarde;0;1;1
GB2043;2026-04-20;20:19:00;LATROCINIO;Roubo (art. 157);;Saúde;-23.597711;-46.6439852;ITAIM BIBI;Rua Napoleão de Barros;16º D.P. VILA CLEMENTINO;DEL.SEC.2º SUL;C;N;4.0;2026.0;noite;0;0;1
GB3224;2026-04-20;21:14:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Favela;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;95º D.P. HELIÓPOLIS;DEL.SEC.2º SUL;C;N;4.0;2026.0;noite;0;0;1
GB4494;2026-04-21;03:14:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.7180346;-46.7842394;PARQUE DO LAGO;Estrada do M'Boi Mirim;100º D.P. JDIM HERCULANO;DEL.SEC.6º SANTO AMARO;T;N;4.0;2026.0;madrugada;0;1;0
GB4579;2026-04-21;04:40:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;68º D.P. LAGEADO;DEL.SEC.7º ITAQUERA;T;S;4.0;2026.0;madrugada;0;0;0
GB5427;2026-04-21;06:00:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.73811816;-46.66385893;GRAJAU;RUA COPACABANA;101º D.P. JDIM IMBUIAS;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;manha;0;1;1
GB9715;2026-04-21;15:17:19;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.60846939;-46.39915811;CIDADE TIRADENTES;RUA FRANCISCO JOSE VIANA;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;4.0;2026.0;tarde;0;1;0
GB9715;2026-04-21;15:17:19;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.60846939;-46.39915811;CIDADE TIRADENTES;RUA FRANCISCO JOSE VIANA;54º D.P. CID. TIRADENTES;DEL.SEC.8º SAO MATEUS;T;N;4.0;2026.0;tarde;0;1;0
GB9723;2026-04-21;16:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;C;N;4.0;2026.0;tarde;0;0;1
GB9723;2026-04-21;16:30:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;63º D.P. VILA JACUI;DEL.SEC.7º ITAQUERA;C;N;4.0;2026.0;tarde;0;0;1
GC0768;2026-04-21;18:20:43;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.63333297;-46.66491244;CAMPO BELO;RUA GALILEU;27º DP DR. IGNÁCIO FRANCISCO;DEL.SEC.2º SUL;C;N;4.0;2026.0;noite;0;1;1
GC1477;2026-04-21;19:47:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;59º D.P. JARDIM DOS IPES;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;noite;0;0;0
GC3462;2026-04-22;04:05:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Centro Comercial/Empresarial;-23.5259782;-46.6992886;VILA ROMANA;Rua Scipião;07º D.P. LAPA;DEL.SEC.3º OESTE;T;S;4.0;2026.0;madrugada;0;0;0
GC4883;2026-04-22;07:35:00;HOMICIDIO DOLOSO;Homicídio (art. 121);;Via Pública;-23.7980439;-46.7498424;RECANTO CAMPO BELO;Avenida do Paiol;25º D.P. PARELHEIROS;DEL.SEC.6º SANTO AMARO;C;N;4.0;2026.0;manha;0;1;1
GE0163;2026-04-22;19:20:00;TENTATIVA DE HOMICIDIO;Feminicídio;;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;99º D.P. CAMPO GRANDE;DEL.SEC.6º SANTO AMARO;T;S;4.0;2026.0;noite;0;0;0
GE1792;2026-04-23;02:30:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.4727866;-46.6626363;VILA NOVA CACHOEIRINHA;Rua Salvador Pires;38º D.P. VILA AMALIA;DEL.SEC.4º NORTE;T;S;4.0;2026.0;madrugada;0;1;0
GF1803;2026-04-20;02:00:08;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Via Pública;-23.5615458;-46.6166954;CAMBUCI;Rua Dona Ana Néri;06º D.P. CAMBUCI;DEL.SEC.1º CENTRO;T;N;4.0;2026.0;madrugada;0;1;0
GF7950;2026-04-24;00:02:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Restaurante e Afins;-23.496614;-46.4113887;JARDIM SILVA TELES;Rua Aricanga;59º D.P. JARDIM DOS IPES;DEL.SEC.7º ITAQUERA;T;N;4.0;2026.0;madrugada;0;0;0
GF8070;2026-04-24;00:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;26º D.P. SACOMA;DEL.SEC.2º SUL;T;S;4.0;2026.0;madrugada;0;0;0
GF8070;2026-04-24;00:20:00;TENTATIVA DE HOMICIDIO;Homicídio (art. 121);;Residência;;;VEDAÇAO DA DIVULGAÇAO DOS DADOS;VEDAÇAO DA DIVULGAÇAO DOS DADOS;26º D.P. SACOMA;DEL.SEC.2º SUL;T;S;4.0;2026.0;madrugada;0;0;0
