NOME_DELEGACIA_CIRC,SEMANA,ocorrencias_na_semana,lag_1_semana,lag_2_semanas,media_4_semanas,media_8_semanas,tendencia,MES,SEMANA_ANO,score_kde
16º D.P. VILA CLEMENTINO,2026-02-16,0,0.0,0.0,0.25,0.25,0.0,2,8,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-02-23,0,0.0,0.0,0.25,0.25,0.0,2,9,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-03-02,0,0.0,0.0,0.0,0.125,0.0,3,10,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-03-09,0,0.0,0.0,0.0,0.125,0.0,3,11,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-03-16,0,0.0,0.0,0.0,0.125,0.0,3,12,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-03-23,0,0.0,0.0,0.0,0.125,0.0,3,13,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-03-30,0,0.0,0.0,0.0,0.0,0.0,3,14,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-04-13,0,0.0,0.0,0.0,0.0,0.0,4,16,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-04-20,1,0.0,0.0,0.0,0.0,0.0,4,17,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-04-27,0,1.0,0.0,0.25,0.125,1.0,4,18,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-05-04,0,0.0,1.0,0.25,0.125,-1.0,5,19,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-05-11,1,0.0,0.0,0.25,0.125,0.0,5,20,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-05-18,0,1.0,0.0,0.5,0.25,1.0,5,21,12788.201637004948
16º D.P. VILA CLEMENTINO,2026-05-25,0,0.0,1.0,0.25,0.25,-1.0,5,22,12788.201637004948
17º D.P. DOUTOR ALDO GALIANO,2025-10-06,0,,,,,,10,41,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-10-13,0,0.0,,0.0,0.0,,10,42,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-02-02,0,0.0,0.0,0.0,0.0,0.0,2,6,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-02-09,0,0.0,0.0,0.0,0.0,0.0,2,7,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-02-16,0,0.0,0.0,0.0,0.0,0.0,2,8,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-02-23,0,0.0,0.0,0.0,0.0,0.0,2,9,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-03-02,0,0.0,0.0,0.0,0.0,0.0,3,10,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-03-09,0,0.0,0.0,0.0,0.0,0.0,3,11,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-03-23,0,0.0,0.0,0.0,0.0,0.0,3,13,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-03-30,0,0.0,0.0,0.0,0.0,0.0,3,14,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-04-13,1,0.0,0.0,0.0,0.0,0.0,4,16,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-04-20,1,1.0,0.0,0.25,0.125,1.0,4,17,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-04-27,0,1.0,1.0,0.5,0.25,0.0,4,18,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-05-04,1,0.0,1.0,0.5,0.25,-1.0,5,19,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-05-11,0,1.0,0.0,0.75,0.375,1.0,5,20,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-05-18,0,0.0,1.0,0.5,0.375,-1.0,5,21,12708.023111657718
17º D.P. DOUTOR ALDO GALIANO,2026-05-25,0,0.0,0.0,0.25,0.375,0.0,5,22,12708.023111657718
18º D.P. ALTO DA MOOCA,2025-10-06,0,,,,,,10,41,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-10-13,0,0.0,,0.0,0.0,,10,42,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12525.037807894401
18º D.P. ALTO DA MOOCA,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-02-02,0,0.0,0.0,0.0,0.0,0.0,2,6,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-02-09,0,0.0,0.0,0.0,0.0,0.0,2,7,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-02-16,0,0.0,0.0,0.0,0.0,0.0,2,8,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-02-23,0,0.0,0.0,0.0,0.0,0.0,2,9,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-03-02,0,0.0,0.0,0.0,0.0,0.0,3,10,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-03-09,0,0.0,0.0,0.0,0.0,0.0,3,11,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-03-23,0,0.0,0.0,0.0,0.0,0.0,3,13,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-03-30,0,0.0,0.0,0.0,0.0,0.0,3,14,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-04-13,0,0.0,0.0,0.0,0.0,0.0,4,16,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-04-20,0,0.0,0.0,0.0,0.0,0.0,4,17,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-04-27,0,0.0,0.0,0.0,0.0,0.0,4,18,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-05-04,1,0.0,0.0,0.0,0.0,0.0,5,19,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-05-11,0,1.0,0.0,0.25,0.125,1.0,5,20,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-05-18,0,0.0,1.0,0.25,0.125,-1.0,5,21,12525.037807894401
18º D.P. ALTO DA MOOCA,2026-05-25,0,0.0,0.0,0.25,0.125,0.0,5,22,12525.037807894401
19º D.P. VILA MARIA,2025-10-06,0,,,,,,10,41,0.0
19º D.P. VILA MARIA,2025-10-13,0,0.0,,0.0,0.0,,10,42,0.0
19º D.P. VILA MARIA,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,0.0
19º D.P. VILA MARIA,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,0.0
19º D.P. VILA MARIA,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,0.0
19º D.P. VILA MARIA,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,0.0
19º D.P. VILA MARIA,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,0.0
19º D.P. VILA MARIA,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,0.0
19º D.P. VILA MARIA,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,0.0
19º D.P. VILA MARIA,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,0.0
19º D.P. VILA MARIA,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,0.0
19º D.P. VILA MARIA,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,0.0
19º D.P. VILA MARIA,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,0.0
19º D.P. VILA MARIA,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,0.0
19º D.P. VILA MARIA,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,0.0
19º D.P. VILA MARIA,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,0.0
19º D.P. VILA MARIA,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,0.0
19º D.P. VILA MARIA,2026-02-02,0,0.0,0.0,0.0,0.0,0.0,2,6,0.0
19º D.P. VILA MARIA,2026-02-09,0,0.0,0.0,0.0,0.0,0.0,2,7,0.0
19º D.P. VILA MARIA,2026-02-16,0,0.0,0.0,0.0,0.0,0.0,2,8,0.0
19º D.P. VILA MARIA,2026-02-23,0,0.0,0.0,0.0,0.0,0.0,2,9,0.0
19º D.P. VILA MARIA,2026-03-02,0,0.0,0.0,0.0,0.0,0.0,3,10,0.0
19º D.P. VILA MARIA,2026-03-09,0,0.0,0.0,0.0,0.0,0.0,3,11,0.0
19º D.P. VILA MARIA,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,0.0
19º D.P. VILA MARIA,2026-03-23,0,0.0,0.0,0.0,0.0,0.0,3,13,0.0
19º D.P. VILA MARIA,2026-03-30,1,0.0,0.0,0.0,0.0,0.0,3,14,0.0
19º D.P. VILA MARIA,2026-04-06,0,1.0,0.0,0.25,0.125,1.0,4,15,0.0
19º D.P. VILA MARIA,2026-04-13,0,0.0,1.0,0.25,0.125,-1.0,4,16,0.0
19º D.P. VILA MARIA,2026-04-20,0,0.0,0.0,0.25,0.125,0.0,4,17,0.0
19º D.P. VILA MARIA,2026-04-27,0,0.0,0.0,0.25,0.125,0.0,4,18,0.0
19º D.P. VILA MARIA,2026-05-04,0,0.0,0.0,0.0,0.125,0.0,5,19,0.0
19º D.P. VILA MARIA,2026-05-11,0,0.0,0.0,0.0,0.125,0.0,5,20,0.0
19º D.P. VILA MARIA,2026-05-18,0,0.0,0.0,0.0,0.125,0.0,5,21,0.0
19º D.P. VILA MARIA,2026-05-25,0,0.0,0.0,0.0,0.125,0.0,5,22,0.0
20º D.P. AGUA FRIA,2025-10-06,0,,,,,,10,41,10831.068692553124
20º D.P. AGUA FRIA,2025-10-13,0,0.0,,0.0,0.0,,10,42,10831.068692553124
20º D.P. AGUA FRIA,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,10831.068692553124
20º D.P. AGUA FRIA,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,10831.068692553124
20º D.P. AGUA FRIA,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,10831.068692553124
20º D.P. AGUA FRIA,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,10831.068692553124
20º D.P. AGUA FRIA,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,10831.068692553124
20º D.P. AGUA FRIA,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,10831.068692553124
20º D.P. AGUA FRIA,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,10831.068692553124
20º D.P. AGUA FRIA,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,10831.068692553124
20º D.P. AGUA FRIA,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,10831.068692553124
20º D.P. AGUA FRIA,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,10831.068692553124
20º D.P. AGUA FRIA,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,10831.068692553124
20º D.P. AGUA FRIA,2026-01-05,2,0.0,0.0,0.0,0.0,0.0,1,2,10831.068692553124
20º D.P. AGUA FRIA,2026-01-12,0,2.0,0.0,0.5,0.25,2.0,1,3,10831.068692553124
20º D.P. AGUA FRIA,2026-01-19,0,0.0,2.0,0.5,0.25,-2.0,1,4,10831.068692553124
20º D.P. AGUA FRIA,2026-01-26,0,0.0,0.0,0.5,0.25,0.0,1,5,10831.068692553124
20º D.P. AGUA FRIA,2026-02-02,0,0.0,0.0,0.5,0.25,0.0,2,6,10831.068692553124
20º D.P. AGUA FRIA,2026-02-09,0,0.0,0.0,0.0,0.25,0.0,2,7,10831.068692553124
20º D.P. AGUA FRIA,2026-02-16,0,0.0,0.0,0.0,0.25,0.0,2,8,10831.068692553124
20º D.P. AGUA FRIA,2026-02-23,0,0.0,0.0,0.0,0.25,0.0,2,9,10831.068692553124
20º D.P. AGUA FRIA,2026-03-02,0,0.0,0.0,0.0,0.25,0.0,3,10,10831.068692553124
20º D.P. AGUA FRIA,2026-03-09,0,0.0,0.0,0.0,0.0,0.0,3,11,10831.068692553124
20º D.P. AGUA FRIA,2026-03-16,0,0.0,0.0,0.0,0.0,0.0,3,12,10831.068692553124
20º D.P. AGUA FRIA,2026-03-23,1,0.0,0.0,0.0,0.0,0.0,3,13,10831.068692553124
20º D.P. AGUA FRIA,2026-03-30,0,1.0,0.0,0.25,0.125,1.0,3,14,10831.068692553124
20º D.P. AGUA FRIA,2026-04-06,0,0.0,1.0,0.25,0.125,-1.0,4,15,10831.068692553124
20º D.P. AGUA FRIA,2026-04-13,0,0.0,0.0,0.25,0.125,0.0,4,16,10831.068692553124
20º D.P. AGUA FRIA,2026-04-20,1,0.0,0.0,0.25,0.125,0.0,4,17,10831.068692553124
20º D.P. AGUA FRIA,2026-04-27,0,1.0,0.0,0.25,0.25,1.0,4,18,10831.068692553124
20º D.P. AGUA FRIA,2026-05-04,0,0.0,1.0,0.25,0.25,-1.0,5,19,10831.068692553124
20º D.P. AGUA FRIA,2026-05-11,0,0.0,0.0,0.25,0.25,0.0,5,20,10831.068692553124
20º D.P. AGUA FRIA,2026-05-18,0,0.0,0.0,0.25,0.25,0.0,5,21,10831.068692553124
20º D.P. AGUA FRIA,2026-05-25,0,0.0,0.0,0.0,0.125,0.0,5,22,10831.068692553124
21º D.P. VILA MATILDE,2025-10-06,0,,,,,,10,41,10971.238946137479
21º D.P. VILA MATILDE,2025-10-13,0,0.0,,0.0,0.0,,10,42,10971.238946137479
21º D.P. VILA MATILDE,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,10971.238946137479
21º D.P. VILA MATILDE,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,10971.238946137479
21º D.P. VILA MATILDE,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,10971.238946137479
21º D.P. VILA MATILDE,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,10971.238946137479
21º D.P. VILA MATILDE,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,10971.238946137479
21º D.P. VILA MATILDE,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,10971.238946137479
21º D.P. VILA MATILDE,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,10971.238946137479
21º D.P. VILA MATILDE,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,10971.238946137479
21º D.P. VILA MATILDE,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,10971.238946137479
21º D.P. VILA MATILDE,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,10971.238946137479
21º D.P. VILA MATILDE,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,10971.238946137479
21º D.P. VILA MATILDE,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,10971.238946137479
21º D.P. VILA MATILDE,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,10971.238946137479
21º D.P. VILA MATILDE,2026-01-19,0,0.0,0.0,0.0,0.0,0.0,1,4,10971.238946137479
21º D.P. VILA MATILDE,2026-01-26,0,0.0,0.0,0.0,0.0,0.0,1,5,10971.238946137479
21º D.P. VILA MATILDE,2026-02-02,0,0.0,0.0,0.0,0.0,0.0,2,6,10971.238946137479
21º D.P. VILA MATILDE,2026-02-09,0,0.0,0.0,0.0,0.0,0.0,2,7,10971.238946137479
21º D.P. VILA MATILDE,2026-02-16,0,0.0,0.0,0.0,0.0,0.0,2,8,10971.238946137479
21º D.P. VILA MATILDE,2026-02-23,0,0.0,0.0,0.0,0.0,0.0,2,9,10971.238946137479
21º D.P. VILA MATILDE,2026-03-02,0,0.0,0.0,0.0,0.0,0.0,3,10,10971.238946137479
21º D.P. VILA MATILDE,2026-03-09,1,0.0,0.0,0.0,0.0,0.0,3,11,10971.238946137479
21º D.P. VILA MATILDE,2026-03-16,0,1.0,0.0,0.25,0.125,1.0,3,12,10971.238946137479
21º D.P. VILA MATILDE,2026-03-23,1,0.0,1.0,0.25,0.125,-1.0,3,13,10971.238946137479
21º D.P. VILA MATILDE,2026-03-30,1,1.0,0.0,0.5,0.25,1.0,3,14,10971.238946137479
21º D.P. VILA MATILDE,2026-04-06,0,1.0,1.0,0.75,0.375,0.0,4,15,10971.238946137479
21º D.P. VILA MATILDE,2026-04-13,0,0.0,1.0,0.5,0.375,-1.0,4,16,10971.238946137479
21º D.P. VILA MATILDE,2026-04-20,0,0.0,0.0,0.5,0.375,0.0,4,17,10971.238946137479
21º D.P. VILA MATILDE,2026-04-27,0,0.0,0.0,0.25,0.375,0.0,4,18,10971.238946137479
21º D.P. VILA MATILDE,2026-05-04,1,0.0,0.0,0.0,0.375,0.0,5,19,10971.238946137479
21º D.P. VILA MATILDE,2026-05-11,0,1.0,0.0,0.25,0.375,1.0,5,20,10971.238946137479
21º D.P. VILA MATILDE,2026-05-18,0,0.0,1.0,0.25,0.375,-1.0,5,21,10971.238946137479
21º D.P. VILA MATILDE,2026-05-25,0,0.0,0.0,0.25,0.25,0.0,5,22,10971.238946137479
22º D.P. SAO MIGUEL PTA,2025-10-06,0,,,,,,10,41,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-10-13,0,0.0,,0.0,0.0,,10,42,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-12-22,1,0.0,0.0,0.0,0.0,0.0,12,52,7994.289179355753
22º D.P. SAO MIGUEL PTA,2025-12-29,0,1.0,0.0,0.25,0.125,1.0,12,1,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-01-05,0,0.0,1.0,0.25,0.125,-1.0,1,2,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-01-12,0,0.0,0.0,0.25,0.125,0.0,1,3,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-01-19,0,0.0,0.0,0.25,0.125,0.0,1,4,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-01-26,1,0.0,0.0,0.0,0.125,0.0,1,5,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-02-02,1,1.0,0.0,0.25,0.25,1.0,2,6,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-02-09,0,1.0,1.0,0.5,0.375,0.0,2,7,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-02-16,0,0.0,1.0,0.5,0.375,-1.0,2,8,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-02-23,0,0.0,0.0,0.5,0.25,0.0,2,9,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-03-02,0,0.0,0.0,0.25,0.25,0.0,3,10,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-03-09,0,0.0,0.0,0.0,0.25,0.0,3,11,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-03-16,0,0.0,0.0,0.0,0.25,0.0,3,12,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-03-23,0,0.0,0.0,0.0,0.25,0.0,3,13,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-03-30,0,0.0,0.0,0.0,0.125,0.0,3,14,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-04-06,0,0.0,0.0,0.0,0.0,0.0,4,15,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-04-13,0,0.0,0.0,0.0,0.0,0.0,4,16,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-04-20,0,0.0,0.0,0.0,0.0,0.0,4,17,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-04-27,0,0.0,0.0,0.0,0.0,0.0,4,18,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-05-04,1,0.0,0.0,0.0,0.0,0.0,5,19,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-05-11,0,1.0,0.0,0.25,0.125,1.0,5,20,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-05-18,1,0.0,1.0,0.25,0.125,-1.0,5,21,7994.289179355753
22º D.P. SAO MIGUEL PTA,2026-05-25,0,1.0,0.0,0.5,0.25,1.0,5,22,7994.289179355753
23º D.P. PERDIZES,2025-10-06,0,,,,,,10,41,12369.433277971475
23º D.P. PERDIZES,2025-10-13,0,0.0,,0.0,0.0,,10,42,12369.433277971475
23º D.P. PERDIZES,2025-10-20,0,0.0,0.0,0.0,0.0,0.0,10,43,12369.433277971475
23º D.P. PERDIZES,2025-10-27,0,0.0,0.0,0.0,0.0,0.0,10,44,12369.433277971475
23º D.P. PERDIZES,2025-11-03,0,0.0,0.0,0.0,0.0,0.0,11,45,12369.433277971475
23º D.P. PERDIZES,2025-11-10,0,0.0,0.0,0.0,0.0,0.0,11,46,12369.433277971475
23º D.P. PERDIZES,2025-11-17,0,0.0,0.0,0.0,0.0,0.0,11,47,12369.433277971475
23º D.P. PERDIZES,2025-11-24,0,0.0,0.0,0.0,0.0,0.0,11,48,12369.433277971475
23º D.P. PERDIZES,2025-12-01,0,0.0,0.0,0.0,0.0,0.0,12,49,12369.433277971475
23º D.P. PERDIZES,2025-12-08,0,0.0,0.0,0.0,0.0,0.0,12,50,12369.433277971475
23º D.P. PERDIZES,2025-12-15,0,0.0,0.0,0.0,0.0,0.0,12,51,12369.433277971475
23º D.P. PERDIZES,2025-12-22,0,0.0,0.0,0.0,0.0,0.0,12,52,12369.433277971475
23º D.P. PERDIZES,2025-12-29,0,0.0,0.0,0.0,0.0,0.0,12,1,12369.433277971475
23º D.P. PERDIZES,2026-01-05,0,0.0,0.0,0.0,0.0,0.0,1,2,12369.433277971475
23º D.P. PERDIZES,2026-01-12,0,0.0,0.0,0.0,0.0,0.0,1,3,12369.433277971475
23º D.P. PERDIZES,2026-01-19,3,0.0,0.0,0.0,0.0,0.0,1,4,12369.433277971475
23º D.P. PERDIZES,2026-01-26,2,3.0,0.0,0.75,0.375,3.0,1,5,12369.433277971475
23º D.P. PERDIZES,2026-02-02,4,2.0,3.0,1.25,0.625,-1.0,2,6,12369.433277971475
23º D.P. PERDIZES,2026-02-09,0,4.0,2.0,2.25,1.125,2.0,2,7,12369.433277971475
23º D.P. PERDIZES,2026-02-16,1,0.0,4.0,2.25,1.125,-4.0,2,8,12369.433277971475
23º D.P. PERDIZES,2026-02-23,2,1.0,0.0,1.75,1.25,1.0,2,9,12369.433277971475
23º D.P. PERDIZES,2026-03-02,0,2.0,1.0,1.75,1.5,1.0,3,10,12369.433277971475
23º D.P. PERDIZES,2026-03-09,0,0.0,2.0,0.75,1.5,-2.0,3,11,12369.433277971475
23º D.P. PERDIZES,2026-03-16,0,0.0,0.0,0.75,1.5,0.0,3,12,12369.433277971475
23º D.P. PERDIZES,2026-03-23,0,0.0,0.0,0.5,1.125,0.0,3,13,12369.433277971475
23º D.P. PERDIZES,2026-03-30,0,0.0,0.0,0.0,0.875,0.0,3,14,12369.433277971475
